"id","level","collection","display","feedback","completionTime","trial","decision","userBR","pickup","currentReward","taskTime","feedbackTime","west_guess","north_guess","east_guess","west_flow_pred","north_flow_pred","east_flow_pred","west_prob_pred","north_prob_pred","east_prob_pred","west_flow_realized","north_flow_realized","east_flow_realized","west_prob_realized","north_prob_realized","east_prob_realized","br1","br2","userGuess","predFlow","realizedFlow","ae"
"55b0029bfdf99b5c00619440",1,"experiment",0,1,50.4267,4,"north",1,"true",2.6,0.998016666666667,0.829516666666667,200,240,237,176,255,246,0.78,0.79,0.63,166,240,271,0.81,0.82,0.63,"north","none","200,240,237","176,255,246","166,240,271",3.56714534759521
"55b0029bfdf99b5c00619440",1,"experiment",0,1,50.4267,5,"west",1,"false",2.6,7.05241666666667,0.6903,175,390,332,187,402,308,0.78,0.66,0.52,181,374,342,0.82,0.74,0.48,"west","none","175,390,332","187,402,308","181,374,342",1.86635363101959
"55b0029bfdf99b5c00619440",1,"experiment",0,1,50.4267,6,"west",1,"true",2.8,1.70603333333333,0.6777,179,350,322,183,365,303,0.78,0.68,0.52,161,321,369,0.67,0.56,0.38,"west","none","179,350,322","183,365,303","161,321,369",4.05403900146484
"55b0029bfdf99b5c00619440",1,"experiment",0,1,50.4267,7,"west",1,"false",2.8,1.98415,0.318066666666667,155,335,263,161,346,246,0.8,0.7,0.63,150,318,285,0.84,0.57,0.52,"west","none","155,335,263","161,346,246","150,318,285",1.87949335575104
"55b0029bfdf99b5c00619440",1,"experiment",0,1,50.4267,8,"north",0,"true",3,0.5378,0.5933,165,250,265,175,265,240,0.78,0.77,0.64,143,272,265,0.82,0.75,0.54,"west","none","165,250,265","175,265,240","143,272,265",3.46191573143005
"55b0029bfdf99b5c00619440",1,"experiment",0,1,50.4267,9,"north",1,"true",3.2,0.5513,0.5639,195,250,288,189,260,284,0.77,0.78,0.56,174,258,301,0.75,0.82,0.62,"north","none","195,250,288","189,260,284","174,258,301",2.70981097221375
"55b0029bfdf99b5c00619440",1,"experiment",0,1,50.4267,10,"west",1,"false",3.2,0.70815,0.197766666666667,180,360,309,191,372,286,0.77,0.68,0.55,144,368,337,0.74,0.64,0.42,"west","none","180,360,309","191,372,286","144,368,337",7.2136173248291
"55b0029bfdf99b5c00619440",1,"experiment",0,1,50.4267,11,"west",1,"true",3.4,0.760233333333333,0.7139,135,240,223,129,253,216,0.83,0.79,0.71,139,239,220,0.86,0.84,0.78,"west","none","135,240,223","129,253,216","139,239,220",0.595444023609161
"55b0029bfdf99b5c00619440",1,"experiment",0,1,50.4267,12,"west",1,"false",3.4,2.40673333333333,0.134816666666667,155,340,325,147,350,323,0.8,0.69,0.5,147,375,298,0.65,0.53,0.37,"west","none","155,340,325","147,350,323","147,375,298",3.52962279319763
"55b0029bfdf99b5c00619440",1,"experiment",0,1,50.4267,13,"north",1,"true",3.6,0.484166666666667,0.145316666666667,170,235,230,153,249,233,0.8,0.8,0.67,137,263,235,0.81,0.83,0.67,"west","north","170,235,230","153,249,233","137,263,235",4.83347749710083
"55b0029bfdf99b5c00619440",1,"experiment",0,1,50.4267,14,"west",1,"true",3.8,0.431483333333333,0.160133333333333,150,340,284,162,356,256,0.8,0.69,0.61,152,334,288,0.78,0.73,0.54,"west","none","150,340,284","162,356,256","152,334,288",0.7442427277565
"55b0029bfdf99b5c00619440",1,"experiment",0,1,50.4267,15,"west",1,"true",4,0.622583333333333,0.157233333333333,130,280,233,117,298,228,0.85,0.73,0.68,134,294,215,0.79,0.74,0.6,"west","none","130,280,233","117,298,228","134,294,215",1.85724568367004
"55bb74f1fdf99b1519ef4762",1,"experiment",1,0,38.6610333333333,0,"west",1,"true",2,4.0748,0.7789,184,465,214,198,375,290,0.77,0.67,0.54,179,347,337,0.75,0.7,0.48,"west","none","184,465,214","198,375,290","179,347,337",17.7053833007812
"55bb74f1fdf99b1519ef4762",1,"experiment",1,0,38.6610333333333,1,"west",1,"true",2.2,1.26073333333333,0.12785,222,398,176,200,337,259,0.77,0.7,0.6,179,342,275,0.85,0.76,0.55,"west","none","222,398,176","200,337,259","179,342,275",8.8483247756958
"55bb74f1fdf99b1519ef4762",1,"experiment",1,0,38.6610333333333,2,"west",1,"true",2.4,1.40176666666667,0.0778833333333333,187,334,255,176,338,262,0.78,0.7,0.6,174,340,262,0.81,0.78,0.64,"west","none","187,334,255","176,338,262","174,340,262",1.91390776634216
"55bb74f1fdf99b1519ef4762",1,"experiment",1,0,38.6610333333333,3,"west",1,"true",2.6,1.53866666666667,0.07365,223,390,234,194,380,273,0.77,0.67,0.58,172,369,306,0.78,0.77,0.56,"west","none","223,390,234","194,380,273","172,369,306",5.81791067123413
"55bb74f1fdf99b1519ef4762",1,"experiment",1,0,38.6610333333333,4,"west",0,"true",2.8,2.28311666666667,0.48585,183,325,169,176,255,246,0.78,0.79,0.63,166,240,271,0.81,0.82,0.63,"north","none","183,325,169","176,255,246","166,240,271",6.87161207199097
"55bb74f1fdf99b1519ef4762",1,"experiment",1,0,38.6610333333333,5,"west",1,"true",3,1.24048333333333,0.140783333333333,215,496,186,187,402,308,0.78,0.66,0.52,181,374,342,0.82,0.74,0.48,"west","none","215,496,186","187,402,308","181,374,342",21.1499347686768
"55bb74f1fdf99b1519ef4762",1,"experiment",1,0,38.6610333333333,6,"west",1,"true",3.2,1.09661666666667,0.816766666666667,168,498,185,183,365,303,0.78,0.68,0.52,161,321,369,0.67,0.56,0.38,"west","none","168,498,185","183,365,303","161,321,369",27.0296993255615
"55bb74f1fdf99b1519ef4762",1,"experiment",1,0,38.6610333333333,7,"west",1,"true",3.4,1.0494,0.09065,178,378,197,161,346,246,0.8,0.7,0.63,150,318,285,0.84,0.57,0.52,"west","none","178,378,197","161,346,246","150,318,285",9.1600456237793
"55bb74f1fdf99b1519ef4762",1,"experiment",1,0,38.6610333333333,8,"west",1,"true",3.6,0.768916666666667,0.35155,176,319,185,175,265,240,0.78,0.77,0.64,143,272,265,0.82,0.75,0.54,"west","none","176,319,185","175,265,240","143,272,265",5.77353763580322
"55bb74f1fdf99b1519ef4762",1,"experiment",1,0,38.6610333333333,9,"west",0,"false",3.6,0.689933333333333,0.171166666666667,195,353,185,189,260,284,0.77,0.78,0.56,174,258,301,0.75,0.82,0.62,"north","none","195,353,185","189,260,284","174,258,301",7.0609827041626
"55bb74f1fdf99b1519ef4762",1,"experiment",1,0,38.6610333333333,10,"west",1,"true",3.8,0.773033333333333,0.2022,210,459,180,191,372,286,0.77,0.68,0.55,144,368,337,0.74,0.64,0.42,"west","none","210,459,180","191,372,286","144,368,337",15.8799018859863
"55bb74f1fdf99b1519ef4762",1,"experiment",1,0,38.6610333333333,11,"west",1,"false",3.8,0.854116666666667,0.111866666666667,115,295,188,129,253,216,0.83,0.79,0.71,139,239,220,0.86,0.84,0.78,"west","none","115,295,188","129,253,216","139,239,220",8.99048709869385
"55bb74f1fdf99b1519ef4762",1,"experiment",1,0,38.6610333333333,12,"west",1,"true",4,0.916183333333333,0.118216666666667,150,435,235,147,350,323,0.8,0.69,0.5,147,375,298,0.65,0.53,0.37,"west","none","150,435,235","147,350,323","147,375,298",10.3466911315918
"55bb74f1fdf99b1519ef4762",1,"experiment",1,0,38.6610333333333,13,"west",1,"true",4.2,0.582533333333333,0.1645,153,315,167,153,249,233,0.8,0.8,0.67,137,263,235,0.81,0.83,0.67,"west","north","153,315,167","153,249,233","137,263,235",7.30927610397339
"55bb74f1fdf99b1519ef4762",1,"experiment",1,0,38.6610333333333,14,"west",1,"true",4.4,0.597166666666667,0.108533333333333,171,398,205,162,356,256,0.8,0.69,0.61,152,334,288,0.78,0.73,0.54,"west","none","171,398,205","162,356,256","152,334,288",10.3979434967041
"55bb74f1fdf99b1519ef4762",1,"experiment",1,0,38.6610333333333,15,"west",1,"false",4.4,0.697033333333333,0.133883333333333,143,300,200,117,298,228,0.85,0.73,0.68,134,294,215,0.79,0.74,0.6,"west","none","143,300,200","117,298,228","134,294,215",1.7174311876297
"55cb9fb2fdf99b45b781b3cb",1,"experiment",0,1,9.34775,0,"west",1,"true",2,3.02086666666667,0.2036,198,375,290,198,375,290,0.77,0.67,0.54,179,347,337,0.75,0.7,0.48,"west","none","198,375,290","198,375,290","179,347,337",3.67753267288208
"55cb9fb2fdf99b45b781b3cb",1,"experiment",0,1,9.34775,1,"west",1,"true",2.2,0.4233,0.0461833333333333,200,337,259,200,337,259,0.77,0.7,0.6,179,342,275,0.85,0.76,0.55,"west","none","200,337,259","200,337,259","179,342,275",2.50052452087402
"55cb9fb2fdf99b45b781b3cb",1,"experiment",0,1,9.34775,2,"west",1,"true",2.4,0.331816666666667,0.0596833333333333,176,338,262,176,338,262,0.78,0.7,0.6,174,340,262,0.81,0.78,0.64,"west","none","176,338,262","176,338,262","174,340,262",0.422688275575638
"55cb9fb2fdf99b45b781b3cb",1,"experiment",0,1,9.34775,3,"west",1,"true",2.6,0.215283333333333,0.0536,197,380,270,194,380,273,0.77,0.67,0.58,172,369,306,0.78,0.77,0.56,"west","none","197,380,270","194,380,273","172,369,306",3.85429191589355
