"id","level","collection","display","feedback","completionTime","trial","decision","userBR","pickup","currentReward","taskTime","feedbackTime","west_guess","north_guess","east_guess","west_flow_pred","north_flow_pred","east_flow_pred","west_prob_pred","north_prob_pred","east_prob_pred","west_flow_realized","north_flow_realized","east_flow_realized","west_prob_realized","north_prob_realized","east_prob_realized","br1","br2","userGuess","predFlow","realizedFlow","ae"
"5c6d5477e8833000015244ad",1,"experiment",0,1,28.7398833333333,2,"west",1,"true",2.4,0.50535,0.535666666666667,156,318,302,176,338,262,0.78,0.7,0.6,174,340,262,0.81,0.78,0.64,"west","none","156,318,302","176,338,262","174,340,262",3.53689312934875
"5c6d5477e8833000015244ad",1,"experiment",0,1,28.7398833333333,3,"west",1,"true",2.6,0.5046,0.2303,174,360,313,194,380,273,0.77,0.67,0.58,172,369,306,0.78,0.77,0.56,"west","none","174,360,313","194,380,273","172,369,306",0.906809687614441
"5c6d5477e8833000015244ad",1,"experiment",0,1,28.7398833333333,4,"north",1,"true",2.8,0.529583333333333,0.3871,156,235,286,176,255,246,0.78,0.79,0.63,166,240,271,0.81,0.82,0.63,"north","none","156,235,286","176,255,246","166,240,271",2.03874182701111
"5c6d5477e8833000015244ad",1,"experiment",0,1,28.7398833333333,5,"west",1,"true",3,0.350766666666667,0.528716666666667,167,382,348,187,402,308,0.78,0.66,0.52,181,374,342,0.82,0.74,0.48,"west","none","167,382,348","187,402,308","181,374,342",2.96330952644348
"5c6d5477e8833000015244ad",1,"experiment",0,1,28.7398833333333,6,"west",1,"true",3.2,0.391633333333333,0.245083333333333,163,345,343,183,365,303,0.78,0.68,0.52,161,321,369,0.67,0.56,0.38,"west","none","163,345,343","183,365,303","161,321,369",1.10519599914551
"5c6d5477e8833000015244ad",1,"experiment",0,1,28.7398833333333,7,"west",1,"true",3.4,0.402583333333333,0.1659,141,326,286,161,346,246,0.8,0.7,0.63,150,318,285,0.84,0.57,0.52,"west","none","141,326,286","161,346,246","150,318,285",2.06113767623901
"5c6d5477e8833000015244ad",1,"experiment",0,1,28.7398833333333,8,"west",1,"true",3.6,0.297466666666667,0.158216666666667,155,245,280,175,265,240,0.78,0.77,0.64,143,272,265,0.82,0.75,0.54,"west","none","155,245,280","175,265,240","143,272,265",1.97793030738831
"5c6d5477e8833000015244ad",1,"experiment",0,1,28.7398833333333,9,"north",1,"true",3.8,0.424516666666667,0.376583333333333,169,240,324,189,260,284,0.77,0.78,0.56,174,258,301,0.75,0.82,0.62,"north","none","169,240,324","189,260,284","174,258,301",2.52143526077271
"5c6d5477e8833000015244ad",1,"experiment",0,1,28.7398833333333,10,"west",1,"true",4,0.43895,0.191366666666667,171,352,326,191,372,286,0.77,0.68,0.55,144,368,337,0.74,0.64,0.42,"west","none","171,352,326","191,372,286","144,368,337",6.07086181640625
"5c6d5477e8833000015244ad",1,"experiment",0,1,28.7398833333333,11,"west",1,"true",4.2,0.3052,0.176033333333333,109,233,256,129,253,216,0.83,0.79,0.71,139,239,220,0.86,0.84,0.78,"west","none","109,233,256","129,253,216","139,239,220",5.7403302192688
"5c6d5477e8833000015244ad",1,"experiment",0,1,28.7398833333333,12,"west",1,"false",4.2,0.285,0.26885,127,330,363,147,350,323,0.8,0.69,0.5,147,375,298,0.65,0.53,0.37,"west","none","127,330,363","147,350,323","147,375,298",4.83183765411377
"5c6d5477e8833000015244ad",1,"experiment",0,1,28.7398833333333,13,"north",1,"false",4.2,0.236566666666667,0.317933333333333,133,228,274,153,249,233,0.8,0.8,0.67,137,263,235,0.81,0.83,0.67,"west","north","133,228,274","153,249,233","137,263,235",1.25144267082214
"5c6d5477e8833000015244ad",1,"experiment",0,1,28.7398833333333,14,"west",1,"true",4.4,0.343183333333333,0.143483333333333,142,336,296,162,356,256,0.8,0.69,0.61,152,334,288,0.78,0.73,0.54,"west","none","142,336,296","162,356,256","152,334,288",1.98464488983154
"5c6d5477e8833000015244ad",1,"experiment",0,1,28.7398833333333,15,"west",1,"true",4.6,0.307433333333333,0.203016666666667,97,278,268,117,298,228,0.85,0.73,0.68,134,294,215,0.79,0.74,0.6,"west","none","97,278,268","117,298,228","134,294,215",7.43846940994263
"5c6f1611922d7a00017cb800",1,"experiment",0,0,21.5397833333333,0,"west",1,"true",2,3.56261666666667,0.832566666666667,138,400,325,198,375,290,0.77,0.67,0.54,179,347,337,0.75,0.7,0.48,"west","none","138,400,325","198,375,290","179,347,337",10.8055553436279
"5c6f1611922d7a00017cb800",1,"experiment",0,0,21.5397833333333,1,"west",1,"true",2.2,0.612916666666667,0.0599833333333333,171,350,275,200,337,259,0.77,0.7,0.6,179,342,275,0.85,0.76,0.55,"west","none","171,350,275","200,337,259","179,342,275",1.71862232685089
"5c6f1611922d7a00017cb800",1,"experiment",0,0,21.5397833333333,2,"west",1,"true",2.4,0.477666666666667,0.0324333333333333,136,355,285,176,338,262,0.78,0.7,0.6,174,340,262,0.81,0.78,0.64,"west","none","136,355,285","176,338,262","174,340,262",7.23377132415771
"5c6f1611922d7a00017cb800",1,"experiment",0,0,21.5397833333333,3,"west",1,"true",2.6,0.558166666666667,0.0307,152,400,295,194,380,273,0.77,0.67,0.58,172,369,306,0.78,0.77,0.56,"west","none","152,400,295","194,380,273","172,369,306",6.34486961364746
"5c6f1611922d7a00017cb800",1,"experiment",0,0,21.5397833333333,4,"west",0,"true",2.8,0.910683333333333,0.02355,77,350,250,176,255,246,0.78,0.79,0.63,166,240,271,0.81,0.82,0.63,"north","none","77,350,250","176,255,246","166,240,271",23.8794803619385
"5c6f1611922d7a00017cb800",1,"experiment",0,0,21.5397833333333,5,"west",1,"true",3,0.711033333333333,0.05315,272,325,300,187,402,308,0.78,0.66,0.52,181,374,342,0.82,0.74,0.48,"west","none","272,325,300","187,402,308","181,374,342",11.1448669433594
"5c6f1611922d7a00017cb800",1,"experiment",0,0,21.5397833333333,6,"west",1,"true",3.2,0.670816666666667,0.0810833333333333,216,385,250,183,365,303,0.78,0.68,0.52,161,321,369,0.67,0.56,0.38,"west","none","216,385,250","183,365,303","161,321,369",6.95914745330811
"5c6f1611922d7a00017cb800",1,"experiment",0,0,21.5397833333333,7,"west",1,"true",3.4,0.789316666666667,0.0321,300,350,103,161,346,246,0.8,0.7,0.63,150,318,285,0.84,0.57,0.52,"west","none","300,350,103","161,346,246","150,318,285",12.1336345672607
"5c6f1611922d7a00017cb800",1,"experiment",0,0,21.5397833333333,8,"west",1,"false",3.4,1.84488333333333,0.0309166666666667,250,245,185,175,265,240,0.78,0.77,0.64,143,272,265,0.82,0.75,0.54,"west","none","250,245,185","175,265,240","143,272,265",5.82120704650879
"5c6f1611922d7a00017cb800",1,"experiment",0,0,21.5397833333333,9,"west",0,"true",3.6,0.447616666666667,0.03825,208,290,235,189,260,284,0.77,0.78,0.56,174,258,301,0.75,0.82,0.62,"north","none","208,290,235","189,260,284","174,258,301",3.31318688392639
"5c6f1611922d7a00017cb800",1,"experiment",0,0,21.5397833333333,10,"west",1,"true",3.8,1.07228333333333,0.0360166666666667,225,400,224,191,372,286,0.77,0.68,0.55,144,368,337,0.74,0.64,0.42,"west","none","225,400,224","191,372,286","144,368,337",10.0097513198853
"5c6f1611922d7a00017cb800",1,"experiment",0,0,21.5397833333333,11,"west",1,"true",4,0.454033333333333,0.0596166666666667,83,280,235,129,253,216,0.83,0.79,0.71,139,239,220,0.86,0.84,0.78,"west","none","83,280,235","129,253,216","139,239,220",13.1042881011963
"5c6f1611922d7a00017cb800",1,"experiment",0,0,21.5397833333333,12,"west",1,"true",4.2,0.4567,0.0290333333333333,165,355,300,147,350,323,0.8,0.69,0.5,147,375,298,0.65,0.53,0.37,"west","none","165,355,300","147,350,323","147,375,298",4.74884939193726
"5c6f1611922d7a00017cb800",1,"experiment",0,0,21.5397833333333,13,"west",1,"true",4.4,0.4438,0.0251666666666667,65,325,245,153,249,233,0.8,0.8,0.67,137,263,235,0.81,0.83,0.67,"west","north","65,325,245","153,249,233","137,263,235",21.0335178375244
"5c6f1611922d7a00017cb800",1,"experiment",0,0,21.5397833333333,14,"west",1,"true",4.6,0.707583333333333,0.0279,175,395,204,162,356,256,0.8,0.69,0.61,152,334,288,0.78,0.73,0.54,"west","none","175,395,204","162,356,256","152,334,288",9.97954750061035
"5c6f1611922d7a00017cb800",1,"experiment",0,0,21.5397833333333,15,"west",1,"true",4.8,0.5392,0.0313166666666667,73,325,245,117,298,228,0.85,0.73,0.68,134,294,215,0.79,0.74,0.6,"west","none","73,325,245","117,298,228","134,294,215",15.8343753814697
"5c720c7278263500015665f9",1,"experiment",1,0,25.1438333333333,0,"east",0,"true",2,3.1959,3.4859,300,300,263,198,375,290,0.77,0.67,0.54,179,347,337,0.75,0.7,0.48,"west","none","300,300,263","198,375,290","179,347,337",9.76507663726807
"5c720c7278263500015665f9",1,"experiment",1,0,25.1438333333333,1,"east",0,"true",2.2,0.7541,0.0832333333333333,310,290,196,200,337,259,0.77,0.7,0.6,179,342,275,0.85,0.76,0.55,"west","none","310,290,196","200,337,259","179,342,275",3.7902946472168
"5c720c7278263500015665f9",1,"experiment",1,0,25.1438333333333,2,"east",0,"true",2.4,0.389216666666667,0.0388333333333333,406,220,150,176,338,262,0.78,0.7,0.6,174,340,262,0.81,0.78,0.64,"west","none","406,220,150","176,338,262","174,340,262",13.6808319091797
"5c720c7278263500015665f9",1,"experiment",1,0,25.1438333333333,3,"east",0,"true",2.6,0.746683333333333,0.0431333333333333,290,325,232,194,380,273,0.77,0.67,0.58,172,369,306,0.78,0.77,0.56,"west","none","290,325,232","194,380,273","172,369,306",9.3491678237915
"5c720c7278263500015665f9",1,"experiment",1,0,25.1438333333333,4,"east",0,"true",2.8,0.436433333333333,0.0342333333333333,235,265,177,176,255,246,0.78,0.79,0.63,166,240,271,0.81,0.82,0.63,"north","none","235,265,177","176,255,246","166,240,271",1.36412489414215
"5c720c7278263500015665f9",1,"experiment",1,0,25.1438333333333,5,"east",0,"false",2.8,0.463333333333333,0.06885,455,297,145,187,402,308,0.78,0.66,0.52,181,374,342,0.82,0.74,0.48,"west","none","455,297,145","187,402,308","181,374,342",14.8708600997925
"5c720c7278263500015665f9",1,"experiment",1,0,25.1438333333333,6,"north",0,"true",3,0.30425,0.0461333333333333,351,190,310,183,365,303,0.78,0.68,0.52,161,321,369,0.67,0.56,0.38,"west","none","351,190,310","183,365,303","161,321,369",5.72177219390869
"5c720c7278263500015665f9",1,"experiment",1,0,25.1438333333333,7,"north",0,"false",3,0.63975,0.06165,299,120,334,161,346,246,0.8,0.7,0.63,150,318,285,0.84,0.57,0.52,"west","none","299,120,334","161,346,246","150,318,285",6.98269701004028
"5c720c7278263500015665f9",1,"experiment",1,0,25.1438333333333,8,"east",0,"true",3.2,0.296116666666667,0.0297666666666667,275,255,150,175,265,240,0.78,0.77,0.64,143,272,265,0.82,0.75,0.54,"west","none","275,255,150","175,265,240","143,272,265",1.25694501399994
"5c720c7278263500015665f9",1,"experiment",1,0,25.1438333333333,9,"east",0,"true",3.4,0.345083333333333,0.0250666666666667,223,310,200,189,260,284,0.77,0.78,0.56,174,258,301,0.75,0.82,0.62,"north","none","223,310,200","189,260,284","174,258,301",2.3855984210968
"5c720c7278263500015665f9",1,"experiment",1,0,25.1438333333333,10,"east",0,"true",3.6,0.606316666666667,0.0315166666666667,340,269,240,191,372,286,0.77,0.68,0.55,144,368,337,0.74,0.64,0.42,"west","none","340,269,240","191,372,286","144,368,337",14.2376165390015
"5c720c7278263500015665f9",1,"experiment",1,0,25.1438333333333,11,"east",0,"false",3.6,0.6834,0.0346,253,230,115,129,253,216,0.83,0.79,0.71,139,239,220,0.86,0.84,0.78,"west","none","253,230,115","129,253,216","139,239,220",4.43989086151123
"5c720c7278263500015665f9",1,"experiment",1,0,25.1438333333333,12,"west",1,"false",3.6,0.368066666666667,0.02885,235,200,385,147,350,323,0.8,0.69,0.5,147,375,298,0.65,0.53,0.37,"west","none","235,200,385","147,350,323","147,375,298",6.75508546829224
"5c720c7278263500015665f9",1,"experiment",1,0,25.1438333333333,13,"east",0,"true",3.8,0.455633333333333,0.0233666666666667,250,230,155,153,249,233,0.8,0.8,0.67,137,263,235,0.81,0.83,0.67,"west","north","250,230,155","153,249,233","137,263,235",2.95925831794739
"5c720c7278263500015665f9",1,"experiment",1,0,25.1438333333333,14,"east",0,"false",3.8,0.448316666666667,0.0358333333333333,205,369,200,162,356,256,0.8,0.69,0.61,152,334,288,0.78,0.73,0.54,"west","none","205,369,200","162,356,256","152,334,288",6.95274353027344
"5c720c7278263500015665f9",1,"experiment",1,0,25.1438333333333,15,"west",1,"true",4,0.427783333333333,0.0294,200,210,233,117,298,228,0.85,0.73,0.68,134,294,215,0.79,0.74,0.6,"west","none","200,210,233","117,298,228","134,294,215",9.50945949554443
"5c745295821a97001763fb1b",1,"experiment",1,0,28.3776333333333,0,"west",1,"true",2,6.4302,0.825783333333333,287,287,289,198,375,290,0.77,0.67,0.54,179,347,337,0.75,0.7,0.48,"west","none","287,287,289","198,375,290","179,347,337",10.291277885437
"5c745295821a97001763fb1b",1,"experiment",1,0,28.3776333333333,1,"west",1,"true",2.2,0.83255,0.1078,239,245,312,200,337,259,0.77,0.7,0.6,179,342,275,0.85,0.76,0.55,"west","none","239,245,312","200,337,259","179,342,275",6.37069225311279
"5c745295821a97001763fb1b",1,"experiment",1,0,28.3776333333333,2,"west",1,"true",2.4,0.554383333333333,0.0911333333333333,250,250,276,176,338,262,0.78,0.7,0.6,174,340,262,0.81,0.78,0.64,"west","none","250,250,276","176,338,262","174,340,262",8.59872341156006
"5c745295821a97001763fb1b",1,"experiment",1,0,28.3776333333333,3,"west",1,"true",2.6,0.790666666666667,0.102583333333333,280,279,288,194,380,273,0.77,0.67,0.58,172,369,306,0.78,0.77,0.56,"west","none","280,279,288","194,380,273","172,369,306",11.923041343689
"5c745295821a97001763fb1b",1,"experiment",1,0,28.3776333333333,4,"west",0,"false",2.6,0.38575,0.0856666666666667,233,234,210,176,255,246,0.78,0.79,0.63,166,240,271,0.81,0.82,0.63,"north","none","233,234,210","176,255,246","166,240,271",4.03104019165039
"5c745295821a97001763fb1b",1,"experiment",1,0,28.3776333333333,5,"west",1,"true",2.8,1.22671666666667,0.0587333333333333,290,298,309,187,402,308,0.78,0.66,0.52,181,374,342,0.82,0.74,0.48,"west","none","290,298,309","187,402,308","181,374,342",11.8271656036377
"5c745295821a97001763fb1b",1,"experiment",1,0,28.3776333333333,6,"north",0,"true",3,0.744983333333333,0.0803666666666667,270,270,311,183,365,303,0.78,0.68,0.52,161,321,369,0.67,0.56,0.38,"west","none","270,270,311","183,365,303","161,321,369",13.2811460494995
"5c745295821a97001763fb1b",1,"experiment",1,0,28.3776333333333,7,"west",1,"true",3.2,1.27511666666667,0.133666666666667,275,276,202,161,346,246,0.8,0.7,0.63,150,318,285,0.84,0.57,0.52,"west","none","275,276,202","161,346,246","150,318,285",8.13503265380859
"5c745295821a97001763fb1b",1,"experiment",1,0,28.3776333333333,8,"north",0,"true",3.4,0.72565,0.0825833333333333,225,230,225,175,265,240,0.78,0.77,0.64,143,272,265,0.82,0.75,0.54,"west","none","225,230,225","175,265,240","143,272,265",7.72856187820435
"5c745295821a97001763fb1b",1,"experiment",1,0,28.3776333333333,9,"north",1,"true",3.6,0.858283333333333,0.0637,240,240,253,189,260,284,0.77,0.78,0.56,174,258,301,0.75,0.82,0.62,"north","none","240,240,253","189,260,284","174,258,301",5.61746025085449
"5c745295821a97001763fb1b",1,"experiment",1,0,28.3776333333333,10,"west",1,"true",3.8,0.6908,0.06315,280,281,288,191,372,286,0.77,0.68,0.55,144,368,337,0.74,0.64,0.42,"west","none","280,281,288","191,372,286","144,368,337",17.3300075531006
"5c745295821a97001763fb1b",1,"experiment",1,0,28.3776333333333,11,"north",0,"false",3.8,0.635566666666667,0.0685666666666667,195,195,208,129,253,216,0.83,0.79,0.71,139,239,220,0.86,0.84,0.78,"west","none","195,195,208","129,253,216","139,239,220",4.62349128723145
"5c745295821a97001763fb1b",1,"experiment",1,0,28.3776333333333,12,"west",1,"true",4,0.630866666666667,0.0649,272,274,274,147,350,323,0.8,0.69,0.5,147,375,298,0.65,0.53,0.37,"west","none","272,274,274","147,350,323","147,375,298",16.4047164916992
"5c745295821a97001763fb1b",1,"experiment",1,0,28.3776333333333,13,"north",1,"true",4.2,0.5845,0.0572333333333333,208,207,220,153,249,233,0.8,0.8,0.67,137,263,235,0.81,0.83,0.67,"west","north","208,207,220","153,249,233","137,263,235",6.81239461898804
"5c745295821a97001763fb1b",1,"experiment",1,0,28.3776333333333,14,"west",1,"true",4.4,1.08326666666667,0.0486833333333333,255,254,265,162,356,256,0.8,0.69,0.61,152,334,288,0.78,0.73,0.54,"west","none","255,254,265","162,356,256","152,334,288",11.5244369506836
"5c745295821a97001763fb1b",1,"experiment",1,0,28.3776333333333,15,"west",1,"true",4.6,0.427466666666667,0.06625,210,220,213,117,298,228,0.85,0.73,0.68,134,294,215,0.79,0.74,0.6,"west","none","210,220,213","117,298,228","134,294,215",9.91367244720459
"5c7d7e86848d2a0016b3dd3e",1,"experiment",1,0,14.82415,0,"north",0,"true",2,2.40043333333333,0.316266666666667,200,463,200,198,375,290,0.77,0.67,0.54,179,347,337,0.75,0.7,0.48,"west","none","200,463,200","198,375,290","179,347,337",17.450122833252
"5c7d7e86848d2a0016b3dd3e",1,"experiment",1,0,14.82415,1,"north",0,"true",2.2,1.77091666666667,0.116583333333333,225,358,213,200,337,259,0.77,0.7,0.6,179,342,275,0.85,0.76,0.55,"west","none","225,358,213","200,337,259","179,342,275",3.63668346405029
"5c7d7e86848d2a0016b3dd3e",1,"experiment",1,0,14.82415,2,"north",0,"true",2.4,0.62725,0.0522166666666667,183,340,253,176,338,262,0.78,0.7,0.6,174,340,262,0.81,0.78,0.64,"west","none","183,340,253","176,338,262","174,340,262",0.916530728340149
"5c7d7e86848d2a0016b3dd3e",1,"experiment",1,0,14.82415,3,"west",1,"false",2.4,0.656066666666667,0.105916666666667,226,377,244,194,380,273,0.77,0.67,0.58,172,369,306,0.78,0.77,0.56,"west","none","226,377,244","194,380,273","172,369,306",5.26275825500488
"5c7d7e86848d2a0016b3dd3e",1,"experiment",1,0,14.82415,4,"north",1,"false",2.4,0.659666666666667,0.04215,203,252,222,176,255,246,0.78,0.79,0.63,166,240,271,0.81,0.82,0.63,"north","none","203,252,222","176,255,246","166,240,271",3.3997585773468
"5c7d7e86848d2a0016b3dd3e",1,"experiment",1,0,14.82415,5,"north",0,"true",2.6,0.314166666666667,0.0360166666666667,211,406,280,187,402,308,0.78,0.66,0.52,181,374,342,0.82,0.74,0.48,"west","none","211,406,280","187,402,308","181,374,342",5.59515762329102
"5c7d7e86848d2a0016b3dd3e",1,"experiment",1,0,14.82415,6,"north",0,"false",2.6,0.378116666666667,0.0246833333333333,207,404,240,183,365,303,0.78,0.68,0.52,161,321,369,0.67,0.56,0.38,"west","none","207,404,240","183,365,303","161,321,369",7.68666362762451
"5c7d7e86848d2a0016b3dd3e",1,"experiment",1,0,14.82415,7,"north",0,"true",2.8,0.278883333333333,0.03945,188,341,224,161,346,246,0.8,0.7,0.63,150,318,285,0.84,0.57,0.52,"west","none","188,341,224","161,346,246","150,318,285",5.44652366638184
"5c7d7e86848d2a0016b3dd3e",1,"experiment",1,0,14.82415,8,"north",0,"false",2.8,0.4169,0.0340166666666667,140,277,263,175,265,240,0.78,0.77,0.64,143,272,265,0.82,0.75,0.54,"west","none","140,277,263","175,265,240","143,272,265",0.617786109447479
"5c7d7e86848d2a0016b3dd3e",1,"experiment",1,0,14.82415,9,"north",1,"true",3,0.41825,0.0422166666666667,192,290,251,189,260,284,0.77,0.78,0.56,174,258,301,0.75,0.82,0.62,"north","none","192,290,251","189,260,284","174,258,301",2.37369585037231
"5c7d7e86848d2a0016b3dd3e",1,"experiment",1,0,14.82415,10,"north",0,"true",3.2,0.2909,0.05225,221,366,262,191,372,286,0.77,0.68,0.55,144,368,337,0.74,0.64,0.42,"west","none","221,366,262","191,372,286","144,368,337",10.7718238830566
"5c7d7e86848d2a0016b3dd3e",1,"experiment",1,0,14.82415,11,"north",0,"true",3.4,0.254216666666667,0.0373333333333333,122,263,213,129,253,216,0.83,0.79,0.71,139,239,220,0.86,0.84,0.78,"west","none","122,263,213","129,253,216","139,239,220",3.82968902587891
"5c7d7e86848d2a0016b3dd3e",1,"experiment",1,0,14.82415,12,"north",0,"false",3.4,0.265233333333333,0.0315166666666667,149,341,330,147,350,323,0.8,0.69,0.5,147,375,298,0.65,0.53,0.37,"west","none","149,341,330","147,350,323","147,375,298",2.22970819473267
"5c7d7e86848d2a0016b3dd3e",1,"experiment",1,0,14.82415,13,"north",1,"true",3.6,0.3216,0.0378833333333333,174,262,199,153,249,233,0.8,0.8,0.67,137,263,235,0.81,0.83,0.67,"west","north","174,262,199","153,249,233","137,263,235",3.65695524215698
"5c7d7e86848d2a0016b3dd3e",1,"experiment",1,0,14.82415,14,"north",0,"true",3.8,0.278983333333333,0.0382666666666667,179,354,241,162,356,256,0.8,0.69,0.61,152,334,288,0.78,0.73,0.54,"west","none","179,354,241","162,356,256","152,334,288",4.81105756759644
"5c7d7e86848d2a0016b3dd3e",1,"experiment",1,0,14.82415,15,"north",0,"true",4,0.332966666666667,0.0280833333333333,124,313,206,117,298,228,0.85,0.73,0.68,134,294,215,0.79,0.74,0.6,"west","none","124,313,206","117,298,228","134,294,215",4.01566934585571
"5c9db776f35c880018bc2fd1",1,"experiment",1,1,10.8867833333333,0,"west",1,"true",2,1.75035,0.639333333333333,200,300,363,198,375,290,0.77,0.67,0.54,179,347,337,0.75,0.7,0.48,"west","none","200,300,363","198,375,290","179,347,337",3.42746067047119
"5c9db776f35c880018bc2fd1",1,"experiment",1,1,10.8867833333333,1,"west",1,"true",2.2,0.569816666666667,0.22195,190,300,306,200,337,259,0.77,0.7,0.6,179,342,275,0.85,0.76,0.55,"west","none","190,300,306","200,337,259","179,342,275",3.0747184753418
"5c9db776f35c880018bc2fd1",1,"experiment",1,1,10.8867833333333,2,"west",1,"true",2.4,0.315983333333333,0.0773,170,300,306,176,338,262,0.78,0.7,0.6,174,340,262,0.81,0.78,0.64,"west","none","170,300,306","176,338,262","174,340,262",2.22767400741577
"5c9db776f35c880018bc2fd1",1,"experiment",1,1,10.8867833333333,3,"west",1,"false",2.4,0.378383333333333,0.133733333333333,170,340,337,194,380,273,0.77,0.67,0.58,172,369,306,0.78,0.77,0.56,"west","none","170,340,337","194,380,273","172,369,306",1.41733467578888
"5c9db776f35c880018bc2fd1",1,"experiment",1,1,10.8867833333333,4,"west",0,"true",2.6,0.2729,0.0914166666666667,160,255,262,176,255,246,0.78,0.79,0.63,166,240,271,0.81,0.82,0.63,"north","none","160,255,262","176,255,246","166,240,271",0.922183871269226
"5c9db776f35c880018bc2fd1",1,"experiment",1,1,10.8867833333333,5,"west",1,"false",2.6,0.502633333333333,0.0838333333333333,190,375,332,187,402,308,0.78,0.66,0.52,181,374,342,0.82,0.74,0.48,"west","none","190,375,332","187,402,308","181,374,342",1.55198931694031
"5c9db776f35c880018bc2fd1",1,"experiment",1,1,10.8867833333333,6,"west",1,"true",2.8,0.294583333333333,0.0674666666666667,165,395,291,183,365,303,0.78,0.68,0.52,161,321,369,0.67,0.56,0.38,"west","none","165,395,291","183,365,303","161,321,369",2.87365937232971
"5c9db776f35c880018bc2fd1",1,"experiment",1,1,10.8867833333333,7,"west",1,"true",3,0.2933,0.05115,155,335,263,161,346,246,0.8,0.7,0.63,150,318,285,0.84,0.57,0.52,"west","none","155,335,263","161,346,246","150,318,285",1.87949335575104
"5c9db776f35c880018bc2fd1",1,"experiment",1,1,10.8867833333333,8,"north",0,"false",3,0.24585,0.0447166666666667,165,245,270,175,265,240,0.78,0.77,0.64,143,272,265,0.82,0.75,0.54,"west","none","165,245,270","175,265,240","143,272,265",3.31660008430481
"5c9db776f35c880018bc2fd1",1,"experiment",1,1,10.8867833333333,9,"west",0,"true",3.2,0.275266666666667,0.0375,195,230,308,189,260,284,0.77,0.78,0.56,174,258,301,0.75,0.82,0.62,"north","none","195,230,308","189,260,284","174,258,301",2.08220648765564
"5c9db776f35c880018bc2fd1",1,"experiment",1,1,10.8867833333333,10,"west",1,"true",3.4,0.268,0.0419333333333333,205,350,294,191,372,286,0.77,0.68,0.55,144,368,337,0.74,0.64,0.42,"west","none","205,350,294","191,372,286","144,368,337",11.053747177124
"5c9db776f35c880018bc2fd1",1,"experiment",1,1,10.8867833333333,11,"west",1,"false",3.4,0.288,0.0463333333333333,128,245,225,129,253,216,0.83,0.79,0.71,139,239,220,0.86,0.84,0.78,"west","none","128,245,225","129,253,216","139,239,220",1.83300495147705
"5c9db776f35c880018bc2fd1",1,"experiment",1,1,10.8867833333333,12,"west",1,"false",3.4,0.26845,0.0533166666666667,140,335,345,147,350,323,0.8,0.69,0.5,147,375,298,0.65,0.53,0.37,"west","none","140,335,345","147,350,323","147,375,298",2.8131160736084
"5c9db776f35c880018bc2fd1",1,"experiment",1,1,10.8867833333333,13,"west",1,"true",3.6,0.285733333333333,0.0625333333333333,145,220,270,153,249,233,0.8,0.8,0.67,137,263,235,0.81,0.83,0.67,"west","north","145,220,270","153,249,233","137,263,235",1.43548917770386
"5c9db776f35c880018bc2fd1",1,"experiment",1,1,10.8867833333333,14,"west",1,"true",3.8,0.267216666666667,0.0561166666666667,140,345,289,162,356,256,0.8,0.69,0.61,152,334,288,0.78,0.73,0.54,"west","none","140,345,289","162,356,256","152,334,288",2.93416285514832
"5c9db776f35c880018bc2fd1",1,"experiment",1,1,10.8867833333333,15,"west",1,"true",4,0.229283333333333,0.0891833333333333,102,295,246,117,298,228,0.85,0.73,0.68,134,294,215,0.79,0.74,0.6,"west","none","102,295,246","117,298,228","134,294,215",5.69914817810059
"5cbe04b4f429ff00159de30e",1,"experiment",0,1,28.2555,0,"west",1,"true",2,7.44271666666667,1.29366666666667,198,375,290,198,375,290,0.77,0.67,0.54,179,347,337,0.75,0.7,0.48,"west","none","198,375,290","198,375,290","179,347,337",3.67753267288208
"5cbe04b4f429ff00159de30e",1,"experiment",0,1,28.2555,1,"west",1,"true",2.2,1.3071,0.5759,200,337,259,200,337,259,0.77,0.7,0.6,179,342,275,0.85,0.76,0.55,"west","none","200,337,259","200,337,259","179,342,275",2.50052452087402
"5cbe04b4f429ff00159de30e",1,"experiment",0,1,28.2555,2,"east",0,"true",2.4,0.731466666666667,0.50585,178,340,258,176,338,262,0.78,0.7,0.6,174,340,262,0.81,0.78,0.64,"west","none","178,340,258","176,338,262","174,340,262",0.433112382888794
"5cbe04b4f429ff00159de30e",1,"experiment",0,1,28.2555,3,"east",0,"true",2.6,0.523716666666667,0.239216666666667,195,385,267,194,380,273,0.77,0.67,0.58,172,369,306,0.78,0.77,0.56,"west","none","195,385,267","194,380,273","172,369,306",4.07271099090576
"5cbe04b4f429ff00159de30e",1,"experiment",0,1,28.2555,4,"west",0,"true",2.8,0.51105,0.201566666666667,170,260,247,176,255,246,0.78,0.79,0.63,166,240,271,0.81,0.82,0.63,"north","none","170,260,247","176,255,246","166,240,271",0.805030941963196
"5cbe04b4f429ff00159de30e",1,"experiment",0,1,28.2555,5,"west",1,"true",3,0.645016666666667,0.3246,160,385,352,187,402,308,0.78,0.66,0.52,181,374,342,0.82,0.74,0.48,"west","none","160,385,352","187,402,308","181,374,342",4.53081083297729
"5cbe04b4f429ff00159de30e",1,"experiment",0,1,28.2555,6,"west",1,"true",3.2,0.5579,0.177783333333333,180,355,316,183,365,303,0.78,0.68,0.52,161,321,369,0.67,0.56,0.38,"west","none","180,355,316","183,365,303","161,321,369",4.02169132232666
