"trial","sim","display","feedback","totalFlow","simFlow","simPickup","simProb","predFlow","predPickup","predProb","ds"
8,380,0,1,680,"288,191,201",497,0.730882352941176,"175,265,240",497,0.730882352941176,2.25972938537598
8,380,1,0,680,"264,246,170",520,0.764705882352941,"175,265,240",497,0.730882352941176,0.593869984149933
8,380,1,1,680,"266,192,222",499,0.733823529411765,"175,265,240",497,0.730882352941176,1.24428033828735
9,380,0,0,733,"307,239,187",518,0.70668485675307,"189,260,284",507,0.691678035470669,1.67944955825806
9,380,0,1,733,"264,229,240",516,0.703956343792633,"189,260,284",507,0.691678035470669,2.89745807647705
9,380,1,0,733,"288,252,193",524,0.714870395634379,"189,260,284",507,0.691678035470669,0.563285231590271
9,380,1,1,733,"239,261,233",530,0.723055934515689,"189,260,284",507,0.691678035470669,3.03587055206299
10,380,0,0,849,"412,234,203",516,0.607773851590106,"191,372,286",557,0.656065959952886,6.57079744338989
10,380,0,1,849,"403,217,229",511,0.60188457008245,"191,372,286",557,0.656065959952886,5.45813035964966
10,380,1,0,849,"421,201,227",503,0.5924617196702,"191,372,286",557,0.656065959952886,8.23734664916992
10,380,1,1,849,"414,211,224",507,0.597173144876325,"191,372,286",557,0.656065959952886,7.13163661956787
11,380,0,0,598,"281,156,161",479,0.801003344481605,"129,253,216",460,0.769230769230769,4.51839065551758
11,380,0,1,598,"283,147,168",470,0.785953177257525,"129,253,216",460,0.769230769230769,4.56475496292114
11,380,1,0,598,"274,187,137",480,0.802675585284281,"129,253,216",460,0.769230769230769,2.85867953300476
11,380,1,1,598,"276,153,169",476,0.795986622073579,"129,253,216",460,0.769230769230769,3.9426543712616
12,380,0,0,820,"411,219,190",509,0.620731707317073,"147,350,323",521,0.635365853658537,10.3480253219604
12,380,0,1,820,"392,207,221",506,0.617073170731707,"147,350,323",521,0.635365853658537,8.97327423095703
12,380,1,0,820,"428,203,189",502,0.61219512195122,"147,350,323",521,0.635365853658537,12.8818349838257
12,380,1,1,820,"398,215,207",508,0.619512195121951,"147,350,323",521,0.635365853658537,9.39090156555176
13,380,0,0,635,"295,182,158",492,0.774803149606299,"153,249,233",476,0.749606299212598,4.75805377960205
13,380,0,1,635,"244,204,187",502,0.790551181102362,"153,249,233",476,0.749606299212598,2.82758736610413
13,380,1,0,635,"282,203,150",500,0.78740157480315,"153,249,233",476,0.749606299212598,2.84099698066711
13,380,1,1,635,"240,227,168",511,0.804724409448819,"153,249,233",476,0.749606299212598,1.86275112628937
14,380,0,0,774,"349,211,214",507,0.655038759689923,"162,356,256",530,0.684754521963824,4.14742994308472
14,380,0,1,774,"374,190,210",498,0.643410852713178,"162,356,256",530,0.684754521963824,4.50584077835083
14,380,1,0,774,"375,200,199",501,0.647286821705426,"162,356,256",530,0.684754521963824,4.76337099075317
14,380,1,1,774,"369,177,228",492,0.635658914728682,"162,356,256",530,0.684754521963824,3.20287847518921
15,380,0,0,643,"317,156,170",479,0.744945567651633,"117,298,228",473,0.735614307931571,5.87433528900146
15,380,0,1,643,"297,170,176",487,0.757387247278383,"117,298,228",473,0.735614307931571,5.02767419815063
15,380,1,0,643,"327,171,145",481,0.74805598755832,"117,298,228",473,0.735614307931571,6.84838962554932
15,380,1,1,643,"296,174,173",488,0.758942457231726,"117,298,228",473,0.735614307931571,5.21191453933716
0,381,0,0,863,"452,247,164",520,0.602549246813441,"198,375,290",563,0.652375434530707,16.3927612304688
0,381,0,1,863,"422,266,175",529,0.61297798377752,"198,375,290",563,0.652375434530707,9.01288509368896
0,381,1,0,863,"471,214,178",507,0.587485515643105,"198,375,290",563,0.652375434530707,20.5133953094482
0,381,1,1,863,"403,277,183",534,0.618771726535342,"198,375,290",563,0.652375434530707,5.05693101882935
1,381,0,0,796,"432,204,160",501,0.629396984924623,"200,337,259",547,0.687185929648241,20.8533020019531
1,381,0,1,796,"379,240,177",518,0.650753768844221,"200,337,259",547,0.687185929648241,7.49684429168701
1,381,1,0,796,"434,178,184",491,0.616834170854271,"200,337,259",547,0.687185929648241,20.8875713348389
1,381,1,1,796,"385,239,172",517,0.649497487437186,"200,337,259",547,0.687185929648241,8.97808837890625
2,381,0,0,776,"412,188,176",495,0.637886597938144,"176,338,262",530,0.68298969072165,14.3493480682373
2,381,0,1,776,"354,237,185",517,0.666237113402062,"176,338,262",530,0.68298969072165,2.64018177986145
2,381,1,0,776,"413,194,169",497,0.640463917525773,"176,338,262",530,0.68298969072165,14.7720928192139
2,381,1,1,776,"381,211,184",505,0.650773195876289,"176,338,262",530,0.68298969072165,6.98487758636475
3,381,0,0,847,"414,247,186",521,0.615112160566706,"194,380,273",562,0.663518299881936,6.18344163894653
3,381,0,1,847,"375,231,241",517,0.61038961038961,"194,380,273",562,0.663518299881936,2.67267084121704
3,381,1,0,847,"415,216,216",509,0.600944510035419,"194,380,273",562,0.663518299881936,6.46148204803467
3,381,1,1,847,"381,225,241",514,0.606847697756789,"194,380,273",562,0.663518299881936,1.91341245174408
4,381,0,0,677,"286,222,169",509,0.751846381093058,"176,255,246",494,0.729689807976366,2.33365559577942
4,381,0,1,677,"224,289,164",536,0.791728212703102,"176,255,246",494,0.729689807976366,3.02265954017639
4,381,1,0,677,"307,217,153",506,0.747415066469719,"176,255,246",494,0.729689807976366,6.08893966674805
4,381,1,1,677,"278,192,207",498,0.735598227474151,"176,255,246",494,0.729689807976366,1.84407305717468
5,381,0,0,897,"443,229,225",515,0.574136008918618,"187,402,308",569,0.634336677814939,7.97225570678711
5,381,0,1,897,"425,236,236",519,0.578595317725752,"187,402,308",569,0.634336677814939,5.69916582107544
5,381,1,0,897,"472,218,207",509,0.567447045707915,"187,402,308",569,0.634336677814939,13.5120525360107
5,381,1,1,897,"385,277,235",537,0.59866220735786,"187,402,308",569,0.634336677814939,6.28283214569092
6,381,0,0,851,"407,233,211",517,0.607520564042303,"183,365,303",550,0.646298472385429,6.80199861526489
6,381,0,1,851,"379,240,232",521,0.612220916568743,"183,365,303",550,0.646298472385429,4.55541086196899
6,381,1,0,851,"454,243,154",517,0.607520564042303,"183,365,303",550,0.646298472385429,17.8467826843262
6,381,1,1,851,"399,224,228",513,0.602820211515864,"183,365,303",550,0.646298472385429,6.02638673782349
7,381,0,0,753,"379,200,174",500,0.664010624169987,"161,346,246",524,0.695883134130146,6.53076648712158
7,381,0,1,753,"335,214,204",508,0.674634794156706,"161,346,246",524,0.695883134130146,4.33710289001465
7,381,1,0,753,"361,209,183",504,0.669322709163347,"161,346,246",524,0.695883134130146,3.7215678691864
7,381,1,1,753,"346,204,203",503,0.667994687915007,"161,346,246",524,0.695883134130146,2.54396724700928
8,381,0,0,680,"291,219,170",508,0.747058823529412,"175,265,240",497,0.730882352941176,2.30668044090271
8,381,0,1,680,"263,209,208",505,0.742647058823529,"175,265,240",497,0.730882352941176,1.73471319675446
8,381,1,0,680,"287,220,173",508,0.747058823529412,"175,265,240",497,0.730882352941176,1.71790862083435
8,381,1,1,680,"279,186,215",496,0.729411764705882,"175,265,240",497,0.730882352941176,1.47386002540588
9,381,0,0,733,"309,234,190",515,0.702592087312415,"189,260,284",507,0.691678035470669,1.82409417629242
9,381,0,1,733,"252,245,236",523,0.713506139154161,"189,260,284",507,0.691678035470669,3.24508929252625
9,381,1,0,733,"295,244,194",521,0.710777626193724,"189,260,284",507,0.691678035470669,0.949197709560394
9,381,1,1,733,"253,252,228",525,0.716234652114598,"189,260,284",507,0.691678035470669,3.06034922599792
10,381,0,0,849,"421,228,200",514,0.605418138987044,"191,372,286",557,0.656065959952886,8.21113681793213
10,381,0,1,849,"404,192,253",501,0.590106007067138,"191,372,286",557,0.656065959952886,4.5650749206543
10,381,1,0,849,"412,224,213",513,0.604240282685512,"191,372,286",557,0.656065959952886,6.81470727920532
10,381,1,1,849,"381,209,259",508,0.598351001177856,"191,372,286",557,0.656065959952886,2.4726402759552
11,381,0,0,598,"290,149,159",472,0.789297658862876,"129,253,216",460,0.769230769230769,5.61189270019531
11,381,0,1,598,"283,123,192",448,0.749163879598662,"129,253,216",460,0.769230769230769,4.00925970077515
11,381,1,0,598,"289,178,131",470,0.785953177257525,"129,253,216",460,0.769230769230769,4.64559507369995
11,381,1,1,598,"262,176,160",489,0.817725752508361,"129,253,216",460,0.769230769230769,3.15953183174133
12,381,0,0,820,"413,217,190",508,0.619512195121951,"147,350,323",521,0.635365853658537,10.6113986968994
12,381,0,1,820,"392,205,223",505,0.615853658536585,"147,350,323",521,0.635365853658537,8.9341983795166
12,381,1,0,820,"412,217,191",508,0.619512195121951,"147,350,323",521,0.635365853658537,10.5113286972046
12,381,1,1,820,"403,205,212",505,0.615853658536585,"147,350,323",521,0.635365853658537,9.79316139221191
13,381,0,0,635,"276,173,186",489,0.77007874015748,"153,249,233",476,0.749606299212598,2.89472651481628
13,381,0,1,635,"268,190,177",496,0.781102362204724,"153,249,233",476,0.749606299212598,2.47370219230652
13,381,1,0,635,"271,206,158",502,0.790551181102362,"153,249,233",476,0.749606299212598,1.78472864627838
13,381,1,1,635,"245,214,176",507,0.798425196850394,"153,249,233",476,0.749606299212598,2.29899072647095
14,381,0,0,774,"366,210,198",506,0.65374677002584,"162,356,256",530,0.684754521963824,3.6815025806427
14,381,0,1,774,"382,177,215",492,0.635658914728682,"162,356,256",530,0.684754521963824,5.28431701660156
14,381,1,0,774,"376,188,210",497,0.642118863049096,"162,356,256",530,0.684754521963824,4.73820447921753
14,381,1,1,774,"362,198,214",502,0.648578811369509,"162,356,256",530,0.684754521963824,3.27029776573181
15,381,0,0,643,"315,158,170",481,0.74805598755832,"117,298,228",473,0.735614307931571,5.70958995819092
15,381,0,1,643,"301,154,188",478,0.743390357698289,"117,298,228",473,0.735614307931571,4.46534156799316
15,381,1,0,643,"327,156,160",479,0.744945567651633,"117,298,228",473,0.735614307931571,7.10316038131714
