"trial","sim","display","feedback","totalFlow","simFlow","simPickup","simProb","predFlow","predPickup","predProb","ds"
9,3,1,1,733,"203,212,318",497,0.678035470668486,"189,260,284",507,0.691678035470669,3.13041925430298
10,3,0,0,849,"343,289,217",542,0.638398115429918,"191,372,286",557,0.656065959952886,4.95610189437866
10,3,0,1,849,"349,166,334",493,0.580683156654888,"191,372,286",557,0.656065959952886,4.57632303237915
10,3,1,0,849,"341,257,251",529,0.623085983510012,"191,372,286",557,0.656065959952886,6.67611408233643
10,3,1,1,849,"333,186,330",502,0.591283863368669,"191,372,286",557,0.656065959952886,2.5387966632843
11,3,0,0,598,"262,178,158",490,0.819397993311037,"129,253,216",460,0.769230769230769,3.09968757629395
11,3,0,1,598,"232,89,277",418,0.698996655518395,"129,253,216",460,0.769230769230769,9.34203338623047
11,3,1,0,598,"237,179,182",491,0.821070234113712,"129,253,216",460,0.769230769230769,4.9992470741272
11,3,1,1,598,"217,176,205",484,0.809364548494983,"129,253,216",460,0.769230769230769,6.03571701049805
12,3,0,0,820,"350,250,220",524,0.639024390243902,"147,350,323",521,0.635365853658537,9.2164478302002
12,3,0,1,820,"328,157,335",489,0.596341463414634,"147,350,323",521,0.635365853658537,2.43831253051758
12,3,1,0,820,"342,273,205",534,0.651219512195122,"147,350,323",521,0.635365853658537,9.10743522644043
12,3,1,1,820,"325,180,315",499,0.608536585365854,"147,350,323",521,0.635365853658537,6.82578229904175
13,3,0,0,635,"215,197,223",492,0.774803149606299,"153,249,233",476,0.749606299212598,3.888267993927
13,3,0,1,635,"196,175,264",472,0.743307086614173,"153,249,233",476,0.749606299212598,2.22521090507507
13,3,1,0,635,"223,204,208",500,0.78740157480315,"153,249,233",476,0.749606299212598,4.01066732406616
13,3,1,1,635,"171,227,237",478,0.752755905511811,"153,249,233",476,0.749606299212598,2.17368197441101
14,3,0,0,774,"298,224,252",515,0.665374677002584,"162,356,256",530,0.684754521963824,10.35817527771
14,3,0,1,774,"314,152,308",483,0.624031007751938,"162,356,256",530,0.684754521963824,3.96578645706177
14,3,1,0,774,"273,266,235",532,0.68733850129199,"162,356,256",530,0.684754521963824,11.633228302002
14,3,1,1,774,"279,224,271",516,0.666666666666667,"162,356,256",530,0.684754521963824,11.0207080841064
15,3,0,0,643,"262,197,184",499,0.776049766718507,"117,298,228",473,0.735614307931571,10.2437257766724
15,3,0,1,643,"234,138,271",467,0.726283048211509,"117,298,228",473,0.735614307931571,5.63231372833252
15,3,1,0,643,"269,184,190",493,0.766718506998445,"117,298,228",473,0.735614307931571,9.46034526824951
15,3,1,1,643,"226,190,227",497,0.77293934681182,"117,298,228",473,0.735614307931571,12.2655820846558
0,4,0,0,863,"423,214,226",509,0.589803012746234,"198,375,290",563,0.652375434530707,7.93799543380737
0,4,0,1,863,"465,244,154",518,0.600231749710313,"198,375,290",563,0.652375434530707,20.6024112701416
0,4,1,0,863,"429,270,164",530,0.614136732329085,"198,375,290",563,0.652375434530707,11.5432558059692
0,4,1,1,863,"408,255,200",526,0.609501738122827,"198,375,290",563,0.652375434530707,4.71297073364258
1,4,0,0,796,"407,210,179",505,0.634422110552764,"200,337,259",547,0.687185929648241,13.2861795425415
1,4,0,1,796,"357,184,255",497,0.624371859296482,"200,337,259",547,0.687185929648241,3.57363271713257
1,4,1,0,796,"344,244,208",521,0.654522613065327,"200,337,259",547,0.687185929648241,1.22300887107849
1,4,1,1,796,"359,211,226",507,0.636934673366834,"200,337,259",547,0.687185929648241,3.1449408531189
2,4,0,0,776,"365,241,170",517,0.666237113402062,"176,338,262",530,0.68298969072165,4.12158441543579
2,4,0,1,776,"316,169,291",493,0.635309278350515,"176,338,262",530,0.68298969072165,2.18999481201172
2,4,1,0,776,"355,230,191",514,0.662371134020619,"176,338,262",530,0.68298969072165,3.11024022102356
2,4,1,1,776,"321,228,227",515,0.663659793814433,"176,338,262",530,0.68298969072165,4.7159571647644
3,4,0,0,847,"372,265,210",531,0.626918536009445,"194,380,273",562,0.663518299881936,2.29398369789124
3,4,0,1,847,"317,211,319",512,0.604486422668241,"194,380,273",562,0.663518299881936,5.78585052490234
3,4,1,0,847,"400,222,225",512,0.604486422668241,"194,380,273",562,0.663518299881936,4.04650926589966
3,4,1,1,847,"343,220,284",515,0.608028335301063,"194,380,273",562,0.663518299881936,5.82369375228882
4,4,0,0,677,"267,210,200",506,0.747415066469719,"176,255,246",494,0.729689807976366,1.60204994678497
4,4,0,1,677,"199,225,253",496,0.732644017725258,"176,255,246",494,0.729689807976366,1.68816423416138
4,4,1,0,677,"255,187,235",498,0.735598227474151,"176,255,246",494,0.729689807976366,0.985148429870605
4,4,1,1,677,"187,240,250",495,0.731166912850812,"176,255,246",494,0.729689807976366,1.07013595104218
5,4,0,0,897,"417,267,213",532,0.593088071348941,"187,402,308",569,0.634336677814939,4.16751861572266
5,4,0,1,897,"354,222,321",518,0.577480490523969,"187,402,308",569,0.634336677814939,7.69274044036865
5,4,1,0,897,"394,280,223",538,0.599777034559643,"187,402,308",569,0.634336677814939,4.51296949386597
5,4,1,1,897,"374,235,288",522,0.581939799331104,"187,402,308",569,0.634336677814939,7.46857118606567
6,4,0,0,851,"380,222,249",514,0.603995299647474,"183,365,303",550,0.646298472385429,4.40434551239014
6,4,0,1,851,"339,185,327",502,0.589894242068155,"183,365,303",550,0.646298472385429,1.47486686706543
6,4,1,0,851,"353,247,251",525,0.616921269095182,"183,365,303",550,0.646298472385429,5.82613658905029
6,4,1,1,851,"335,212,304",513,0.602820211515864,"183,365,303",550,0.646298472385429,5.25454616546631
7,4,0,0,753,"301,226,226",514,0.682602921646746,"161,346,246",524,0.695883134130146,8.90033054351807
7,4,0,1,753,"299,150,304",481,0.638778220451527,"161,346,246",524,0.695883134130146,4.04086256027222
7,4,1,0,753,"279,244,230",523,0.694555112881806,"161,346,246",524,0.695883134130146,10.5434598922729
7,4,1,1,753,"248,205,300",509,0.675962815405046,"161,346,246",524,0.695883134130146,8.38456344604492
8,4,0,0,680,"232,208,240",507,0.745588235294118,"175,265,240",497,0.730882352941176,2.76744627952576
8,4,0,1,680,"227,164,289",490,0.720588235294118,"175,265,240",497,0.730882352941176,2.57555747032166
8,4,1,0,680,"198,212,270",491,0.722058823529412,"175,265,240",497,0.730882352941176,1.47688436508179
8,4,1,1,680,"223,198,259",501,0.736764705882353,"175,265,240",497,0.730882352941176,1.79502272605896
9,4,0,0,733,"226,243,264",522,0.712141882673943,"189,260,284",507,0.691678035470669,2.83599352836609
9,4,0,1,733,"219,215,299",507,0.691678035470669,"189,260,284",507,0.691678035470669,1.86325919628143
9,4,1,0,733,"222,251,260",523,0.713506139154161,"189,260,284",507,0.691678035470669,2.79235243797302
9,4,1,1,733,"197,222,314",497,0.678035470668486,"189,260,284",507,0.691678035470669,2.57080340385437
10,4,0,0,849,"350,253,246",527,0.620730270906949,"191,372,286",557,0.656065959952886,5.6798038482666
10,4,0,1,849,"341,160,348",492,0.579505300353357,"191,372,286",557,0.656065959952886,5.48999881744385
10,4,1,0,849,"348,255,246",528,0.621908127208481,"191,372,286",557,0.656065959952886,5.90328598022461
10,4,1,1,849,"324,195,330",506,0.595995288574794,"191,372,286",557,0.656065959952886,2.81992363929749
11,4,0,0,598,"265,157,176",481,0.804347826086957,"129,253,216",460,0.769230769230769,3.21313786506653
11,4,0,1,598,"242,92,264",420,0.702341137123746,"129,253,216",460,0.769230769230769,7.88024520874023
11,4,1,0,598,"242,168,188",486,0.812709030100334,"129,253,216",460,0.769230769230769,4.33356380462646
