"id","level","collection","display","feedback","completionTime","trial","decision","userBR","pickup","currentReward","taskTime","feedbackTime","west_guess","north_guess","east_guess","west_flow_pred","north_flow_pred","east_flow_pred","west_prob_pred","north_prob_pred","east_prob_pred","west_flow_realized","north_flow_realized","east_flow_realized","west_prob_realized","north_prob_realized","east_prob_realized","br1","br2","userGuess","predFlow","realizedFlow","ae"
"55cb79e0fdf99b3c26ae4bca",1,"robustTrial",0,0,11.9399333333333,13,"west",1,"true",3.8,0.197233333333333,0.02285,153,249,233,"153","249","233","0.80","0.80","0.67","137","263","235","0.81","0.83","0.67","north","west","153,249,233","153,249,233","137,263,235",2.72772479057312
"55cb79e0fdf99b3c26ae4bca",1,"robustTrial",0,0,11.9399333333333,14,"west",1,"true",4,0.214233333333333,0.02715,176,338,262,"176","338","262","0.78","0.70","0.60","174","340","262","0.81","0.78","0.64","west","none","176,338,262","176,338,262","174,340,262",0.422688275575638
"55cb79e0fdf99b3c26ae4bca",1,"robustTrial",0,0,11.9399333333333,15,"west",1,"true",4.2,0.222766666666667,0.0304333333333333,183,365,303,"183","365","303","0.78","0.68","0.52","161","321","369","0.67","0.56","0.38","west","none","183,365,303","183,365,303","161,321,369",3.88452219963074
"55cc7cfb74297e0005235c27",1,"robustTrial",1,0,10.6627833333333,0,"west",1,"true",2,1.548,0.198016666666667,300,400,163,"198","375","290","0.77","0.67","0.54","179","347","337","0.75","0.70","0.48","west","none","300,400,163","198,375,290","179,347,337",6.13034391403198
"55cc7cfb74297e0005235c27",1,"robustTrial",1,0,10.6627833333333,1,"west",1,"true",2.2,0.413916666666667,0.0600166666666667,150,350,253,"161","346","246","0.80","0.70","0.63","150","318","285","0.84","0.57","0.52","west","none","150,350,253","161,346,246","150,318,285",2.762610912323
"55cc7cfb74297e0005235c27",1,"robustTrial",1,0,10.6627833333333,2,"west",1,"true",2.4,0.479616666666667,0.0375666666666667,150,350,274,"162","356","256","0.80","0.69","0.61","152","334","288","0.78","0.73","0.54","west","none","150,350,274","162,356,256","152,334,288",1.59705209732056
"55cc7cfb74297e0005235c27",1,"robustTrial",1,0,10.6627833333333,3,"west",1,"true",2.6,0.428416666666667,0.02955,174,375,300,"191","372","286","0.77","0.68","0.55","144","368","337","0.74","0.64","0.42","west","none","174,375,300","191,372,286","144,368,337",5.82624197006226
"55cc7cfb74297e0005235c27",1,"robustTrial",1,0,10.6627833333333,4,"west",0,"false",2.6,0.4491,0.0384333333333333,200,300,233,"189","260","284","0.77","0.78","0.56","174","258","301","0.75","0.82","0.62","north","none","200,300,233","189,260,284","174,258,301",2.17500424385071
"55cc7cfb74297e0005235c27",1,"robustTrial",1,0,10.6627833333333,5,"west",1,"true",2.8,0.195833333333333,0.0224166666666667,220,300,300,"147","350","323","0.80","0.69","0.50","147","375","298","0.65","0.53","0.37","west","none","220,300,300","147,350,323","147,375,298",13.8039693832397
"55cc7cfb74297e0005235c27",1,"robustTrial",1,0,10.6627833333333,6,"west",1,"true",3,0.2524,0.01995,196,300,300,"200","337","259","0.77","0.70","0.60","179","342","275","0.85","0.76","0.55","west","none","196,300,300","200,337,259","179,342,275",3.90372848510742
"55cc7cfb74297e0005235c27",1,"robustTrial",1,0,10.6627833333333,7,"west",0,"true",3.2,0.542316666666667,0.01645,187,250,240,"176","255","246","0.78","0.79","0.63","166","240","271","0.81","0.82","0.63","north","none","187,250,240","176,255,246","166,240,271",2.60680270195007
"55cc7cfb74297e0005235c27",1,"robustTrial",1,0,10.6627833333333,8,"west",1,"true",3.4,0.525566666666667,0.0248666666666667,124,274,200,"129","253","216","0.83","0.79","0.71","139","239","220","0.86","0.84","0.78","west","none","124,274,200","129,253,216","139,239,220",4.69105434417725
"55cc7cfb74297e0005235c27",1,"robustTrial",1,0,10.6627833333333,9,"west",1,"false",3.4,0.364916666666667,0.0344833333333333,200,200,280,"175","265","240","0.78","0.77","0.64","143","272","265","0.82","0.75","0.54","west","none","200,200,280","175,265,240","143,272,265",4.95652008056641
"55cc7cfb74297e0005235c27",1,"robustTrial",1,0,10.6627833333333,10,"west",1,"true",3.6,0.309016666666667,0.0238166666666667,172,375,300,"194","380","273","0.77","0.67","0.58","172","369","306","0.78","0.77","0.56","west","none","172,375,300","194,380,273","172,369,306",0.488835275173187
"55cc7cfb74297e0005235c27",1,"robustTrial",1,0,10.6627833333333,11,"west",1,"true",3.8,0.21,0.0228166666666667,143,300,200,"117","298","228","0.85","0.73","0.68","134","294","215","0.79","0.74","0.60","west","none","143,300,200","117,298,228","134,294,215",1.7174311876297
"55cc7cfb74297e0005235c27",1,"robustTrial",1,0,10.6627833333333,12,"west",1,"true",4,0.692316666666667,0.0211166666666667,198,400,299,"187","402","308","0.78","0.66","0.52","181","374","342","0.82","0.74","0.48","west","none","198,400,299","187,402,308","181,374,342",3.91807389259338
"55cc7cfb74297e0005235c27",1,"robustTrial",1,0,10.6627833333333,13,"west",1,"true",4.2,0.39375,0.0279666666666667,175,260,200,"153","249","233","0.80","0.80","0.67","137","263","235","0.81","0.83","0.67","north","west","175,260,200","153,249,233","137,263,235",3.88996529579163
"55cc7cfb74297e0005235c27",1,"robustTrial",1,0,10.6627833333333,14,"west",1,"true",4.4,0.253083333333333,0.0261,126,350,300,"176","338","262","0.78","0.70","0.60","174","340","262","0.81","0.78","0.64","west","none","126,350,300","176,338,262","174,340,262",8.9285945892334
"55cc7cfb74297e0005235c27",1,"robustTrial",1,0,10.6627833333333,15,"west",1,"false",4.4,0.4234,0.02375,181,400,270,"183","365","303","0.78","0.68","0.52","161","321","369","0.67","0.56","0.38","west","none","181,400,270","183,365,303","161,321,369",5.44141292572021
"56d39b96da2aaa000dab6178",1,"robustTrial",1,0,13.9604,0,"north",0,"true",2,3.02463333333333,0.50675,216,372,275,"198","375","290","0.77","0.67","0.54","179","347","337","0.75","0.70","0.48","west","none","216,372,275","198,375,290","179,347,337",5.1310863494873
"56d39b96da2aaa000dab6178",1,"robustTrial",1,0,13.9604,1,"north",0,"true",2.2,0.488316666666667,0.0548166666666667,167,341,245,"161","346","246","0.80","0.70","0.63","150","318","285","0.84","0.57","0.52","west","none","167,341,245","161,346,246","150,318,285",3.85599422454834
"56d39b96da2aaa000dab6178",1,"robustTrial",1,0,13.9604,2,"north",0,"false",2.2,0.348833333333333,0.0781333333333333,199,335,240,"162","356","256","0.80","0.69","0.61","152","334","288","0.78","0.73","0.54","west","none","199,335,240","162,356,256","152,334,288",5.40578746795654
"56d39b96da2aaa000dab6178",1,"robustTrial",1,0,13.9604,3,"east",0,"false",2.2,0.473816666666667,0.0701,209,325,315,"191","372","286","0.77","0.68","0.55","144","368","337","0.74","0.64","0.42","west","none","209,325,315","191,372,286","144,368,337",12.484561920166
"56d39b96da2aaa000dab6178",1,"robustTrial",1,0,13.9604,4,"east",0,"true",2.4,0.248383333333333,0.0391666666666667,203,245,285,"189","260","284","0.77","0.78","0.56","174","258","301","0.75","0.82","0.62","north","none","203,245,285","189,260,284","174,258,301",3.39891719818115
"56d39b96da2aaa000dab6178",1,"robustTrial",1,0,13.9604,5,"east",0,"false",2.4,0.277833333333333,0.0448666666666667,186,314,320,"147","350","323","0.80","0.69","0.50","147","375","298","0.65","0.53","0.37","west","none","186,314,320","147,350,323","147,375,298",9.41868114471436
"56d39b96da2aaa000dab6178",1,"robustTrial",1,0,13.9604,6,"north",0,"true",2.6,0.28715,0.0315833333333333,216,330,250,"200","337","259","0.77","0.70","0.60","179","342","275","0.85","0.76","0.55","west","none","216,330,250","200,337,259","179,342,275",4.13034105300903
"56d39b96da2aaa000dab6178",1,"robustTrial",1,0,13.9604,7,"east",0,"true",2.8,0.3557,0.0299,182,240,255,"176","255","246","0.78","0.79","0.63","166","240","271","0.81","0.82","0.63","north","none","182,240,255","176,255,246","166,240,271",2.10392832756042
"56d39b96da2aaa000dab6178",1,"robustTrial",1,0,13.9604,8,"north",0,"true",3,0.288433333333333,0.0434833333333333,118,255,225,"129","253","216","0.83","0.79","0.71","139","239","220","0.86","0.84","0.78","west","none","118,255,225","129,253,216","139,239,220",3.95680093765259
"56d39b96da2aaa000dab6178",1,"robustTrial",1,0,13.9604,9,"north",0,"true",3.2,0.292383333333333,0.0357833333333333,180,260,240,"175","265","240","0.78","0.77","0.64","143","272","265","0.82","0.75","0.54","west","none","180,260,240","175,265,240","143,272,265",5.19055986404419
"56d39b96da2aaa000dab6178",1,"robustTrial",1,0,13.9604,10,"north",0,"true",3.4,0.415766666666667,0.0279833333333333,232,355,260,"194","380","273","0.77","0.67","0.58","172","369","306","0.78","0.77","0.56","west","none","232,355,260","194,380,273","172,369,306",7.04497861862183
"56d39b96da2aaa000dab6178",1,"robustTrial",1,0,13.9604,11,"north",0,"true",3.6,0.27455,0.0246666666666667,130,288,225,"117","298","228","0.85","0.73","0.68","134","294","215","0.79","0.74","0.60","west","none","130,288,225","117,298,228","134,294,215",1.1728423833847
"56d39b96da2aaa000dab6178",1,"robustTrial",1,0,13.9604,12,"north",0,"true",3.8,0.310266666666667,0.0301833333333333,222,385,290,"187","402","308","0.78","0.66","0.52","181","374","342","0.82","0.74","0.48","west","none","222,385,290","187,402,308","181,374,342",5.51045751571655
"56d39b96da2aaa000dab6178",1,"robustTrial",1,0,13.9604,13,"north",1,"true",4,0.259816666666667,0.0322833333333333,165,255,215,"153","249","233","0.80","0.80","0.67","137","263","235","0.81","0.83","0.67","north","west","165,255,215","153,249,233","137,263,235",3.69221019744873
"56d39b96da2aaa000dab6178",1,"robustTrial",1,0,13.9604,14,"north",0,"false",4,0.284033333333333,0.0328,196,320,260,"176","338","262","0.78","0.70","0.60","174","340","262","0.81","0.78","0.64","west","none","196,320,260","176,338,262","174,340,262",3.93313932418823
"56d39b96da2aaa000dab6178",1,"robustTrial",1,0,13.9604,15,"north",0,"true",4.2,0.35045,0.183116666666667,226,335,290,"183","365","303","0.78","0.68","0.52","161","321","369","0.67","0.56","0.38","west","none","226,335,290","183,365,303","161,321,369",10.4138832092285
"571cea664ca277001153c045",1,"robustTrial",0,0,23.6456833333333,0,"west",1,"true",2,1.1805,0.1255,198,375,290,"198","375","290","0.77","0.67","0.54","179","347","337","0.75","0.70","0.48","west","none","198,375,290","198,375,290","179,347,337",3.67753267288208
"571cea664ca277001153c045",1,"robustTrial",0,0,23.6456833333333,1,"west",1,"true",2.2,0.325366666666667,0.0256166666666667,175,310,268,"161","346","246","0.80","0.70","0.63","150","318","285","0.84","0.57","0.52","west","none","175,310,268","161,346,246","150,318,285",4.18368721008301
"571cea664ca277001153c045",1,"robustTrial",0,0,23.6456833333333,2,"west",1,"true",2.4,0.28075,0.0285,185,340,249,"162","356","256","0.80","0.69","0.61","152","334","288","0.78","0.73","0.54","west","none","185,340,249","162,356,256","152,334,288",4.53971385955811
"571cea664ca277001153c045",1,"robustTrial",0,0,23.6456833333333,3,"west",1,"true",2.6,0.281033333333333,0.0287166666666667,215,352,282,"191","372","286","0.77","0.68","0.55","144","368","337","0.74","0.64","0.42","west","none","215,352,282","191,372,286","144,368,337",11.8243246078491
"571cea664ca277001153c045",1,"robustTrial",0,0,23.6456833333333,4,"north",1,"true",2.8,4.62963333333333,0.0216666666666667,195,265,273,"189","260","284","0.77","0.78","0.56","174","258","301","0.75","0.82","0.62","north","none","195,265,273","189,260,284","174,258,301",3.18079328536987
"571cea664ca277001153c045",1,"robustTrial",0,0,23.6456833333333,5,"west",1,"true",3,0.180466666666667,0.02245,165,325,330,"147","350","323","0.80","0.69","0.50","147","375","298","0.65","0.53","0.37","west","none","165,325,330","147,350,323","147,375,298",5.66390991210938
"571cea664ca277001153c045",1,"robustTrial",0,0,23.6456833333333,6,"west",1,"true",3.2,2.391,0.0186666666666667,225,325,246,"200","337","259","0.77","0.70","0.60","179","342","275","0.85","0.76","0.55","west","none","225,325,246","200,337,259","179,342,275",4.94087696075439
"571cea664ca277001153c045",1,"robustTrial",0,0,23.6456833333333,7,"west",0,"true",3.4,0.7184,0.0173666666666667,175,225,277,"176","255","246","0.78","0.79","0.63","166","240","271","0.81","0.82","0.63","north","none","175,225,277","176,255,246","166,240,271",1.11249232292175
"571cea664ca277001153c045",1,"robustTrial",0,0,23.6456833333333,8,"west",1,"true",3.6,0.807766666666667,0.0260666666666667,155,225,218,"129","253","216","0.83","0.79","0.71","139","239","220","0.86","0.84","0.78","west","none","155,225,218","129,253,216","139,239,220",2.23099327087402
"571cea664ca277001153c045",1,"robustTrial",0,0,23.6456833333333,9,"west",1,"false",3.6,0.155733333333333,0.0281833333333333,185,258,237,"175","265","240","0.78","0.77","0.64","143","272","265","0.82","0.75","0.54","west","none","185,258,237","175,265,240","143,272,265",5.66275882720947
"571cea664ca277001153c045",1,"robustTrial",0,0,23.6456833333333,10,"west",1,"true",3.8,0.543583333333333,0.0175,225,365,257,"194","380","273","0.77","0.67","0.58","172","369","306","0.78","0.77","0.56","west","none","225,365,257","194,380,273","172,369,306",5.59878063201904
"571cea664ca277001153c045",1,"robustTrial",0,0,23.6456833333333,11,"west",1,"true",4,2.0915,0.0239166666666667,125,288,230,"117","298","228","0.85","0.73","0.68","134","294","215","0.79","0.74","0.60","west","none","125,288,230","117,298,228","134,294,215",1.85730504989624
"571cea664ca277001153c045",1,"robustTrial",0,0,23.6456833333333,12,"west",1,"false",4,0.210316666666667,0.0178166666666667,195,395,307,"187","402","308","0.78","0.66","0.52","181","374","342","0.82","0.74","0.48","west","none","195,395,307","187,402,308","181,374,342",3.2078263759613
"571cea664ca277001153c045",1,"robustTrial",0,0,23.6456833333333,13,"west",1,"true",4.2,0.1694,0.0207833333333333,158,240,237,"153","249","233","0.80","0.80","0.67","137","263","235","0.81","0.83","0.67","north","west","158,240,237","153,249,233","137,263,235",3.48840999603271
"571cea664ca277001153c045",1,"robustTrial",0,0,23.6456833333333,14,"west",1,"true",4.4,0.183533333333333,0.0232833333333333,190,330,256,"176","338","262","0.78","0.70","0.60","174","340","262","0.81","0.78","0.64","west","none","190,330,256","176,338,262","174,340,262",2.56724166870117
"571cea664ca277001153c045",1,"robustTrial",0,0,23.6456833333333,15,"west",1,"true",4.6,0.166883333333333,0.0185166666666667,195,358,298,"183","365","303","0.78","0.68","0.52","161","321","369","0.67","0.56","0.38","west","none","195,358,298","183,365,303","161,321,369",5.95437812805176
"5720a9f6fd3a5200113c1891",1,"robustTrial",0,0,41.1469333333333,0,"west",1,"true",2,7.49353333333333,1.46815,263,400,200,"198","375","290","0.77","0.67","0.54","179","347","337","0.75","0.70","0.48","west","none","263,400,200","198,375,290","179,347,337",5.92283010482788
"5720a9f6fd3a5200113c1891",1,"robustTrial",0,0,41.1469333333333,1,"west",1,"true",2.2,1.32775,0.447066666666667,150,400,203,"161","346","246","0.80","0.70","0.63","150","318","285","0.84","0.57","0.52","west","none","150,400,203","161,346,246","150,318,285",12.5237140655518
"5720a9f6fd3a5200113c1891",1,"robustTrial",0,0,41.1469333333333,2,"west",1,"true",2.4,1.5793,0.235683333333333,150,400,224,"162","356","256","0.80","0.69","0.61","152","334","288","0.78","0.73","0.54","west","none","150,400,224","162,356,256","152,334,288",9.73680973052979
"5720a9f6fd3a5200113c1891",1,"robustTrial",0,0,41.1469333333333,3,"west",1,"true",2.6,1.60758333333333,0.199966666666667,200,200,449,"191","372","286","0.77","0.68","0.55","144","368","337","0.74","0.64","0.42","west","none","200,200,449","191,372,286","144,368,337",14.3806743621826
"5720a9f6fd3a5200113c1891",1,"robustTrial",0,0,41.1469333333333,4,"north",1,"true",2.8,1.09915,0.175083333333333,200,200,333,"189","260","284","0.77","0.78","0.56","174","258","301","0.75","0.82","0.62","north","none","200,200,333","189,260,284","174,258,301",4.19742584228516
"5720a9f6fd3a5200113c1891",1,"robustTrial",0,0,41.1469333333333,5,"west",1,"true",3,0.792783333333333,0.11755,300,250,270,"147","350","323","0.80","0.69","0.50","147","375","298","0.65","0.53","0.37","west","none","300,250,270","147,350,323","147,375,298",15.6344995498657
"5720a9f6fd3a5200113c1891",1,"robustTrial",0,0,41.1469333333333,6,"west",1,"true",3.2,1.31905,0.4515,200,250,346,"200","337","259","0.77","0.70","0.60","179","342","275","0.85","0.76","0.55","west","none","200,250,346","200,337,259","179,342,275",2.24106574058533
"5720a9f6fd3a5200113c1891",1,"robustTrial",0,0,41.1469333333333,7,"north",1,"true",3.4,1.12218333333333,0.3435,180,150,347,"176","255","246","0.78","0.79","0.63","166","240","271","0.81","0.82","0.63","north","none","180,150,347","176,255,246","166,240,271",12.3438577651978
"5720a9f6fd3a5200113c1891",1,"robustTrial",0,0,41.1469333333333,8,"west",1,"true",3.6,1.49396666666667,0.0731833333333333,180,200,218,"129","253","216","0.83","0.79","0.71","139","239","220","0.86","0.84","0.78","west","none","180,200,218","129,253,216","139,239,220",4.11267757415771
"5720a9f6fd3a5200113c1891",1,"robustTrial",0,0,41.1469333333333,9,"west",1,"true",3.8,1.14691666666667,0.377933333333333,160,180,340,"175","265","240","0.78","0.77","0.64","143","272","265","0.82","0.75","0.54","west","none","160,180,340","175,265,240","143,272,265",8.42614936828613
"5720a9f6fd3a5200113c1891",1,"robustTrial",0,0,41.1469333333333,10,"west",1,"false",3.8,1.33126666666667,0.0996666666666667,200,257,390,"194","380","273","0.77","0.67","0.58","172","369","306","0.78","0.77","0.56","west","none","200,257,390","194,380,273","172,369,306",4.89511680603027
"5720a9f6fd3a5200113c1891",1,"robustTrial",0,0,41.1469333333333,11,"west",1,"true",4,1.04615,0.138783333333333,100,240,303,"117","298","228","0.85","0.73","0.68","134","294","215","0.79","0.74","0.60","west","none","100,240,303","117,298,228","134,294,215",6.84227466583252
"5720a9f6fd3a5200113c1891",1,"robustTrial",0,0,41.1469333333333,12,"west",1,"true",4.2,0.795783333333333,0.0848,200,257,440,"187","402","308","0.78","0.66","0.52","181","374","342","0.82","0.74","0.48","west","none","200,257,440","187,402,308","181,374,342",8.82147979736328
"5720a9f6fd3a5200113c1891",1,"robustTrial",0,0,41.1469333333333,13,"west",1,"true",4.4,1.07666666666667,0.0994666666666667,100,250,285,"153","249","233","0.80","0.80","0.67","137","263","235","0.81","0.83","0.67","north","west","100,250,285","153,249,233","137,263,235",8.31786632537842
"5720a9f6fd3a5200113c1891",1,"robustTrial",0,0,41.1469333333333,14,"west",1,"true",4.6,0.839033333333333,0.164633333333333,200,200,376,"176","338","262","0.78","0.70","0.60","174","340","262","0.81","0.78","0.64","west","none","200,200,376","176,338,262","174,340,262",6.16247797012329
"5720a9f6fd3a5200113c1891",1,"robustTrial",0,0,41.1469333333333,15,"west",1,"true",4.8,0.81415,0.0559333333333333,250,251,350,"183","365","303","0.78","0.68","0.52","161","321","369","0.67","0.56","0.38","west","none","250,251,350","183,365,303","161,321,369",10.060736656189
"576ad50bc8a90000010d99c8",1,"robustTrial",0,0,13.1397333333333,0,"east",0,"true",2,1.92451666666667,0.172483333333333,313,300,250,"198","375","290","0.77","0.67","0.54","179","347","337","0.75","0.70","0.48","west","none","313,300,250","198,375,290","179,347,337",9.01290988922119
"576ad50bc8a90000010d99c8",1,"robustTrial",0,0,13.1397333333333,1,"east",0,"false",2,0.768366666666667,0.108516666666667,400,200,153,"161","346","246","0.80","0.70","0.63","150","318","285","0.84","0.57","0.52","west","none","400,200,153","161,346,246","150,318,285",12.7805290222168
